	src	trg	weight	actors
0	tt0012349	tt0055928	1	['Eric Rogers']
1	tt0013442	tt0022100	1	['Fritz Arno Wagner']
2	tt0013442	tt5040012	1	['Henrik Galeen']
3	tt0013442	tt1389072	1	['Donald Sosin']
4	tt0015864	tt0021749	2	['Roland Totheroh', 'Henry Bergman']
5	tt0015864	tt0027977	2	['Roland Totheroh', 'Henry Bergman']
6	tt0015864	tt0032553	1	['Roland Totheroh']
7	tt0017136	tt0022100	1	['Theodor Loos']
8	tt0017925	tt0021749	1	['Carl Davis']
9	tt0021749	tt0027977	5	['Roland Totheroh', 'Henry Bergman', 'Charles Chaplin', 'Hank Mann', 'Al Ernest Garcia']
10	tt0021749	tt0032553	3	['Roland Totheroh', 'Charles Chaplin', 'Hank Mann']
11	tt0022100	tt0033870	1	['Peter Lorre']
12	tt0022100	tt0034583	1	['Peter Lorre']
13	tt0025316	tt0031381	1	['Clark Gable']
14	tt0027977	tt0032553	5	['Roland Totheroh', 'Charles Chaplin', 'Hank Mann', 'Chester Conklin', 'Carter DeHaven']
15	tt0027977	tt0093822	1	['Richard Alexander']
16	tt0027977	tt0096928	1	['Richard Alexander']
17	tt0029583	tt0034492	2	['Walt Disney', 'Frank Churchill']
18	tt0029583	tt0046183	2	['Walt Disney', 'Al Zinnen']
19	tt0029583	tt0048280	3	['Walt Disney', 'Milt Kahl', 'Al Zinnen']
20	tt0029583	tt0033563	3	['Frank Churchill', 'Fred Moore', 'Al Zinnen']
21	tt0029583	tt6292852	1	['Frank Churchill']
22	tt0029583	tt0053285	1	['Milt Kahl']
23	tt0029583	tt0058331	1	['Milt Kahl']
24	tt0029583	tt0042332	2	['Fred Moore', 'Paul J. Smith']
25	tt0029583	tt0043274	1	['Fred Moore']
26	tt0029583	tt0032910	1	['Paul J. Smith']
27	tt0031381	tt0044081	2	['Vivien Leigh', 'Mickey Kuhn']
28	tt0031381	tt0034583	3	['Max Steiner', 'Amilcare Pettinelli', 'Giovanna Scotto']
29	tt0031381	tt0040897	1	['Max Steiner']
30	tt0031381	tt0032551	2	['Jane Darwell', 'Irving Bacon']
31	tt0031381	tt0059578	3	['Gino Baghetti', 'Mario Besesti', 'Paul Villé']
32	tt0031381	tt0043014	3	['Elfie Beyer', 'Emilio Cigoli', 'Lydia Simoneschi']
33	tt0031381	tt0053291	8	['René Blancard', 'Carme Contreras', 'Gualtiero De Angelis', 'Claire Guibert', 'Margot Leonard', 'Siegfried Schürenberg', 'Lydia Simoneschi', 'Elsa Fábregas']
34	tt0031381	tt0047396	3	['Miranda Bonansea', 'Lita Recio', 'Elvira Jofre']
35	tt0031381	tt0052357	1	['Miranda Bonansea']
36	tt0031381	tt0052618	3	['Emilio Cigoli', 'Orlando Drummond', 'Jacqueline Morane']
37	tt0031381	tt0056592	4	['Emilio Cigoli', 'Gualtiero De Angelis', 'Tilly Lauenstein', 'Lydia Simoneschi']
38	tt0031381	tt0099685	3	['Carme Contreras', 'Sonia de Moraes', 'Tilly Lauenstein']
39	tt0031381	tt0032553	6	['Gualtiero De Angelis', 'Glória Ladany', 'Lita Recio', 'Siegfried Schürenberg', 'Gianfranco Bellini', 'Elsa Fábregas']
40	tt0031381	tt0032138	2	['Cécile Didier', 'Margot Leonard']
41	tt0031381	tt0045152	7	['Orlando Drummond', 'Yves Furet', 'Adolfo Geri', 'Zoe Incrocci', 'Walter Plunkett', 'Nicole Riche', 'Elvira Jofre']
42	tt0031381	tt0109830	2	['Orlando Drummond', 'Júlio Chaves']
43	tt0031381	tt0077975	1	['Robert Elliott']
44	tt0031381	tt0062622	2	['Tilly Lauenstein', 'Gianfranco Bellini']
45	tt0031381	tt3359350	1	['Eric Linden']
46	tt0031381	tt5950044	1	['Eric Linden']
47	tt0031381	tt0058461	1	['Wolfgang Lukschy']
48	tt0031381	tt0031679	1	['Thomas Mitchell']
49	tt0031381	tt0038650	1	['Thomas Mitchell']
50	tt0031381	tt1234721	1	['Thomas Mitchell']
51	tt0031381	tt1245526	1	['Thomas Mitchell']
52	tt0031381	tt0257044	2	['Jackie Moran', 'Jackie Moran']
53	tt0031381	tt0060196	1	['Paul Villé']
54	tt0031381	tt0088763	1	['Gianfranco Bellini']
55	tt0031381	tt0137523	1	['Júlio Chaves']
56	tt0031381	tt0372784	1	['Júlio Chaves']
57	tt0031679	tt0038650	6	['Thomas Mitchell', 'James Stewart', 'Beulah Bondi', 'Charles Lane', 'Larry Simms', 'Joseph Walker']
58	tt0031679	tt1234721	1	['Thomas Mitchell']
59	tt0031679	tt1245526	1	['Thomas Mitchell']
60	tt0031679	tt0052357	1	['James Stewart']
61	tt0031679	tt0451279	1	['James Stewart']
62	tt0031679	tt7126948	1	['James Stewart']
63	tt0031679	tt0831387	1	['Charles Lane']
64	tt0031679	tt10648342	1	['Charles Lane']
65	tt0031679	tt10954984	1	['Charles Lane']
66	tt0031679	tt12584954	1	['Charles Lane']
67	tt0031679	tt1877830	1	['Joseph Walker']
68	tt0032138	tt0053291	3	['Margot Leonard', 'Alfred Balthoff', 'Georg Thomalla']
69	tt0032138	tt0052618	1	['Alfred Balthoff']
70	tt0032138	tt0032551	1	['Charley Grapewin']
71	tt0032138	tt0045152	1	['Douglas Shearer']
72	tt0032138	tt0060196	1	['Herbert Weissbach']
73	tt0032455	tt0032910	1	['Campbell Grant']
74	tt0032455	tt0033563	1	['Milt Neil']
75	tt0032551	tt0050083	1	['Henry Fonda']
76	tt0032551	tt0117438	1	['John Ford']
77	tt0032551	tt0118571	1	['Paul Guilfoyle']
78	tt0032551	tt0119488	1	['Paul Guilfoyle']
79	tt0032551	tt0093177	1	['Tom Collins']
80	tt0032551	tt0034583	1	['John Qualen']
81	tt0032551	tt0049730	1	['John Qualen']
82	tt0032553	tt0053291	7	['Gualtiero De Angelis', 'Siegfried Schürenberg', 'Elsa Fábregas', 'Waldir Fiori', 'Franz-Otto Krüger', 'Jean Martinelli', 'Rosa Guiñón']
83	tt0032553	tt0056592	1	['Gualtiero De Angelis']
84	tt0032553	tt0047396	2	['Lita Recio', 'Rosa Guiñón']
85	tt0032553	tt0062622	2	['Gianfranco Bellini', 'Stefano Sibaldi']
86	tt0032553	tt0088763	1	['Gianfranco Bellini']
87	tt0032553	tt0052618	2	['Josep Maria Angelat', 'Leonard Steckel']
88	tt0032553	tt0076759	2	['Roger Carel', 'Philippe Dumat']
89	tt0032553	tt0080684	2	['Roger Carel', 'Philippe Dumat']
90	tt0032553	tt0051201	1	['Henry Daniell']
91	tt0032553	tt0120762	2	['Bernard Dhéran', 'Marta Martorell']
92	tt0032553	tt0073195	1	['Philippe Dumat']
93	tt0032553	tt0070047	1	['Waldir Fiori']
94	tt0032553	tt0137523	1	['Waldir Fiori']
95	tt0032553	tt0060196	1	['Hans Hessling']
96	tt0032553	tt0043014	2	['Stefano Sibaldi', 'Aldo Silvani']
97	tt0032553	tt0439572	1	['Florence Wright']
98	tt0032553	tt0099685	1	['Marta Martorell']
99	tt0032553	tt0126029	1	['Marta Martorell']
100	tt0032553	tt0045152	1	['Rosa Guiñón']
101	tt0032910	tt0042332	1	['Paul J. Smith']
102	tt0032910	tt0048280	1	['Dal McKennon']
103	tt0032976	tt0043014	1	['Franz Waxman']
104	tt0032976	tt0042192	1	['George Sanders']
105	tt0032976	tt0058385	1	['Gladys Cooper']
106	tt0032976	tt1486185	1	['Michael Hogan']
107	tt0033467	tt0052311	3	['Orson Welles', 'Ray Collins', 'Harry Shannon']
108	tt0033467	tt0041959	1	['Joseph Cotten']
109	tt0033467	tt0036775	1	['Fortunio Bonanova']
110	tt0033467	tt0044706	1	['Harry Shannon']
111	tt0033467	tt0103772	1	['Harry Shannon']
112	tt0033467	tt0105698	1	['Harry Shannon']
113	tt0033467	tt6856242	1	['Paul Stewart']
114	tt0033563	tt0034492	1	['Frank Churchill']
115	tt0033563	tt6292852	1	['Frank Churchill']
116	tt0033563	tt0042332	2	['Fred Moore', 'Oliver Wallace']
117	tt0033563	tt0043274	2	['Fred Moore', 'Oliver Wallace']
118	tt0033563	tt0046183	1	['Al Zinnen']
119	tt0033563	tt0048280	2	['Al Zinnen', 'Oliver Wallace']
120	tt0033870	tt0034583	3	['Peter Lorre', 'Sydney Greenstreet', 'Hal B. Wallis']
121	tt0033870	tt0038650	1	['Ward Bond']
122	tt0033870	tt0049730	1	['Ward Bond']
123	tt0033870	tt0053604	1	['Adolph Deutsch']
124	tt0033870	tt0063522	1	['Elisha Cook Jr.']
125	tt0033870	tt0048545	1	['Robert Foulk']
126	tt0033870	tt0052357	1	['Lee Patrick']
127	tt0034492	tt0046183	1	['Walt Disney']
128	tt0034492	tt0048280	1	['Walt Disney']
129	tt0034492	tt6292852	1	['Frank Churchill']
130	tt0034583	tt0040897	1	['Max Steiner']
131	tt0034583	tt0049730	1	['John Qualen']
132	tt0034583	tt0038787	2	['Ingrid Bergman', 'Claude Rains']
133	tt0034583	tt0052618	2	['Lauro Gazzolo', 'Bruno Persa']
134	tt0034583	tt0059578	1	['Lauro Gazzolo']
135	tt0034583	tt0190590	1	['M.K. Jerome']
136	tt0034583	tt0110357	1	['Joachim Kemmer']
137	tt0034583	tt0056801	1	['Madeleine Lebeau']
138	tt0034583	tt0056592	2	['Nino Pavese', 'Bruno Persa']
139	tt0034583	tt0043014	1	['Cesare Polacco']
140	tt0034583	tt0070047	1	['Horst Raspe']
141	tt0034583	tt0058385	1	['Francis J. Scheid']
142	tt0034583	tt0062622	1	['Gerd Vespermann']
143	tt0034583	tt1980929	1	['Dooley Wilson']
144	tt0034583	tt5606664	1	['Dooley Wilson']
145	tt0034583	tt0053291	1	['Bruno Persa']
146	tt0036775	tt0052618	1	['Miklós Rózsa']
147	tt0036775	tt0044079	1	['Raymond Chandler']
148	tt0036775	tt0053604	1	['Fred MacMurray']
149	tt0038650	tt1234721	1	['Thomas Mitchell']
150	tt0038650	tt1245526	1	['Thomas Mitchell']
151	tt0038650	tt0052357	1	['James Stewart']
152	tt0038650	tt0451279	1	['James Stewart']
153	tt0038650	tt7126948	1	['James Stewart']
154	tt0038650	tt0831387	1	['Charles Lane']
155	tt0038650	tt10648342	1	['Charles Lane']
156	tt0038650	tt10954984	1	['Charles Lane']
157	tt0038650	tt12584954	1	['Charles Lane']
158	tt0038650	tt1877830	1	['Joseph Walker']
159	tt0038650	tt0049730	1	['Ward Bond']
160	tt0038650	tt0054215	1	['Frank Albertson']
161	tt0038650	tt0106697	1	['Robert J. Anderson']
162	tt0038650	tt0056592	1	['Martin Hirthe']
163	tt0038650	tt0060196	1	['Martin Hirthe']
164	tt0038650	tt0069704	1	['Henry Travers']
165	tt0038650	tt0117571	1	['Henry Travers']
166	tt0038650	tt0120780	1	['Henry Travers']
167	tt0038650	tt0043014	1	['H.B. Warner']
168	tt0038650	tt0363771	1	['Charles Williams']
169	tt0040746	tt0054331	1	['John Dall']
170	tt0040746	tt0044079	1	['Farley Granger']
171	tt0040897	tt0071315	1	['John Huston']
172	tt0041959	tt0099348	1	['Graham Greene']
173	tt0041959	tt0112864	1	['Graham Greene']
174	tt0041959	tt0120689	1	['Graham Greene']
175	tt0041959	tt5362988	1	['Graham Greene']
176	tt0041959	tt0078346	1	['Trevor Howard']
177	tt0041959	tt0058385	1	['Wilfrid Hyde-White']
178	tt0041959	tt0295701	1	['Anton Karas']
179	tt0041959	tt0393109	1	['Anton Karas']
180	tt0041959	tt0076786	1	['Alida Valli']
181	tt0042192	tt1282140	1	['Eddie Fisher']
182	tt0042192	tt1340138	1	['Eddie Fisher']
183	tt0042192	tt2402927	1	['Eddie Fisher']
184	tt0042192	tt0085333	1	['Craig Hill']
185	tt0042192	tt0047396	1	['Thelma Ritter']
186	tt0042192	tt0054698	1	['Claude Stroud']
187	tt0042332	tt0043274	7	['Fred Moore', 'Oliver Wallace', 'Marc Davis', 'Verna Felton', 'James MacDonald', 'Brice Mack', 'Al Teeter']
188	tt0042332	tt0048280	4	"['Oliver Wallace', 'Verna Felton', 'Brice Mack', ""Ken O'Brien""]"
189	tt0042332	tt0053285	4	"['Eleanor Audley', 'Marc Davis', 'Verna Felton', ""Ken O'Brien""]"
190	tt0042332	tt2848292	1	['Don Barclay']
191	tt0042332	tt0358082	1	['Lucille Bliss']
192	tt0042332	tt0046183	4	"['Marc Davis', 'Brice Mack', ""Ken O'Brien"", 'Al Teeter']"
193	tt0042332	tt0055254	2	['Betty Lou Gerson', 'Helene Stanley']
194	tt0042332	tt0058331	1	['James MacDonald']
195	tt0042332	tt0115759	1	['James MacDonald']
196	tt0042332	tt0082398	1	['Jim Barry Corbin']
197	tt0042332	tt0120915	1	['Jim Barry Corbin']
198	tt0042876	tt0047478	5	['Minoru Chiaki', 'Noriko Honma', 'Daisuke Katô', 'Takashi Shimura', 'Kichijirô Ueda']
199	tt0042876	tt0055630	2	['Noriko Honma', 'Daisuke Katô']
200	tt0043014	tt0052618	2	['Emilio Cigoli', 'Giorgio Capecchi']
201	tt0043014	tt0056592	4	['Emilio Cigoli', 'Lydia Simoneschi', 'Giorgio Capecchi', 'Franca Dominici']
202	tt0043014	tt0053291	2	['Lydia Simoneschi', 'Giorgio Capecchi']
203	tt0043014	tt0062622	1	['Stefano Sibaldi']
204	tt0043014	tt0074958	1	['William Holden']
205	tt0043014	tt0059578	7	['José Luis Baltanás', 'Antonio García Quijada', 'Teófilo Martínez', 'Santos Paniagua', 'Anton Reimer', 'Pedro Sempson', 'Juan Domingo Méndez']
206	tt0043014	tt0060196	1	['Jean Daurand']
207	tt0043014	tt0047396	1	['Marie Francey']
208	tt0043014	tt0052357	2	['Marie Francey', 'Teófilo Martínez']
209	tt0043014	tt0057115	1	['Til Kiwe']
210	tt0043014	tt0120762	1	['Rafael de Penagos']
211	tt0043274	tt0048280	5	['Oliver Wallace', 'Verna Felton', 'Brice Mack', 'Bill Thompson', 'The Mellowmen Quartet']
212	tt0043274	tt0046183	7	['Marc Davis', 'Brice Mack', 'Al Teeter', 'Heather Angel', 'Kathryn Beaumont', 'Jud Conlon', 'Bill Thompson']
213	tt0043274	tt0053285	3	['Marc Davis', 'Verna Felton', 'Bill Thompson']
214	tt0043274	tt0058331	2	['James MacDonald', 'Ed Wynn']
215	tt0043274	tt0115759	1	['James MacDonald']
216	tt0043274	tt0061852	2	"['Sterling Holloway', ""J. Pat O'Malley""]"
217	tt0043274	tt0065421	1	['Sterling Holloway']
218	tt0043274	tt0059742	2	['Richard Haydn', 'Doris Lloyd']
219	tt0043274	tt0055254	2	"['Queenie Leonard', ""J. Pat O'Malley""]"
220	tt0043274	tt0052311	1	['Ray Sherman']
221	tt0043274	tt0093058	1	['Bill Thompson']
222	tt0043274	tt0113627	1	['Bill Thompson']
223	tt0043274	tt2119532	1	['Bill Thompson']
224	tt0044079	tt0053125	1	['Leo G. Carroll']
225	tt0044079	tt0181865	1	['John Brown']
226	tt0044079	tt0054215	1	['Patricia Hitchcock']
227	tt0044079	tt0061722	1	['Marion Lorne']
228	tt0044079	tt0051201	1	['Norma Varden']
229	tt0044079	tt0059742	1	['Norma Varden']
230	tt0044081	tt0063442	2	['Kim Hunter', 'Wright King']
231	tt0044081	tt0047296	2	['Karl Malden', 'Rudy Bond']
232	tt0044081	tt0066206	1	['Karl Malden']
233	tt0044081	tt0068646	1	['Rudy Bond']
234	tt0044081	tt0054331	1	['Nick Dennis']
235	tt0044706	tt0052311	1	['Harry Shannon']
236	tt0044706	tt0103772	1	['Harry Shannon']
237	tt0044706	tt0105698	1	['Harry Shannon']
238	tt0044706	tt0110622	1	['Gary Cooper']
239	tt0044706	tt0051201	1	['Gustaf Norin']
240	tt0044706	tt0054047	1	['Robert J. Wilke']
241	tt0045152	tt0052618	2	['Orlando Drummond', 'Newton da Matta']
242	tt0045152	tt0109830	1	['Orlando Drummond']
243	tt0045152	tt0047396	3	['Elvira Jofre', 'Rosa Guiñón', 'Roger Tréville']
244	tt0045152	tt0053291	2	['Rosa Guiñón', 'Newton da Matta']
245	tt0045152	tt0053125	3	['Nacio Herb Brown', 'Arthur Freed', 'Sydney Guilaroff']
246	tt0045152	tt0110413	2	['Nacio Herb Brown', 'Arthur Freed']
247	tt0045152	tt0120685	1	['Nacio Herb Brown']
248	tt0045152	tt0056592	1	['Flaminia Jandolo']
249	tt0045152	tt0052357	1	['Roger Tréville']
250	tt0045152	tt0070047	1	['Pierre Laurent']
251	tt0045152	tt0110912	1	['Newton da Matta']
252	tt0046183	tt0048280	5	"['Walt Disney', 'Al Zinnen', 'Brice Mack', ""Ken O'Brien"", 'Bill Thompson']"
253	tt0046183	tt0053285	3	"['Marc Davis', ""Ken O'Brien"", 'Bill Thompson']"
254	tt0046183	tt0093058	1	['Bill Thompson']
255	tt0046183	tt0113627	1	['Bill Thompson']
256	tt0046183	tt2119532	1	['Bill Thompson']
257	tt0046183	tt8847712	1	['Candy Candido']
258	tt0046250	tt0054698	1	['Audrey Hepburn']
259	tt0046250	tt0058385	1	['Audrey Hepburn']
260	tt0046250	tt0056592	1	['Gregory Peck']
261	tt0046250	tt0070735	1	['Edith Head']
262	tt0046250	tt0054331	1	['Dalton Trumbo']
263	tt0046250	tt0070511	1	['Dalton Trumbo']
264	tt0046250	tt0052618	1	['William Wyler']
265	tt0046912	tt0047396	1	['Grace Kelly']
266	tt0046912	tt0051201	1	['John Williams']
267	tt0046912	tt0076759	1	['John Williams']
268	tt0046912	tt0078346	1	['John Williams']
269	tt0046912	tt0107290	1	['John Williams']
270	tt0046912	tt0162222	1	['John Williams']
271	tt0046912	tt0407304	1	['John Williams']
272	tt0046912	tt0055928	1	['Anthony Dawson']
273	tt0046912	tt0057076	1	['Anthony Dawson']
274	tt0047296	tt0066206	1	['Karl Malden']
275	tt0047296	tt0068646	2	['Rudy Bond', 'Marlon Brando']
276	tt0047296	tt0078788	1	['Marlon Brando']
277	tt0047296	tt0053125	1	['Eva Marie Saint']
278	tt0047296	tt0348150	1	['Eva Marie Saint']
279	tt0047296	tt0050083	2	['Lee J. Cobb', 'George Justin']
280	tt0047296	tt0061722	1	['George Justin']
281	tt0047296	tt0050212	1	['Sam Spiegel']
282	tt0047296	tt0056172	1	['Sam Spiegel']
283	tt0047396	tt0052357	5	['Miranda Bonansea', 'Marie Francey', 'Roger Tréville', 'Elena Magoia', 'Ingeborg Wellmann']
284	tt0047396	tt0053291	3	['Rosa Guiñón', 'Clelia Bernacchi', 'Arsenio Corsellas']
285	tt0047396	tt0119008	1	['Ross Bagdasarian']
286	tt0047396	tt0181875	1	['Ross Bagdasarian']
287	tt0047396	tt4630562	1	['Ross Bagdasarian']
288	tt0047396	tt0081505	1	['Jean-Henri Chambois']
289	tt0047396	tt0052618	4	['Arsenio Corsellas', 'Telmo de Avelar', 'Maria Pia Di Meo', 'Siegmar Schneider']
290	tt0047396	tt0068646	1	['Arsenio Corsellas']
291	tt0047396	tt0060196	2	['José Santa Cruz', 'Roger Rudel']
292	tt0047396	tt0109830	2	['José Santa Cruz', 'Thomas Petruo']
293	tt0047396	tt0468569	1	['José Santa Cruz']
294	tt0047396	tt0119698	2	['Telmo de Avelar', 'Nelly Amaral']
295	tt0047396	tt0087843	1	['Maria Pia Di Meo']
296	tt0047396	tt0120689	1	['Maria Pia Di Meo']
297	tt0047396	tt0107290	1	['Wilfried Herbst']
298	tt0047396	tt0120762	2	['Wilfried Herbst', 'Thomas Petruo']
299	tt0047396	tt0126029	1	['Elena Magoia']
300	tt0047396	tt0215750	1	['Thomas Petruo']
301	tt0047396	tt0056592	1	['Roger Rudel']
302	tt0047396	tt8332922	1	['Eva-Maria Werth']
303	tt0047396	tt0097165	1	['Nelly Amaral']
304	tt0047396	tt0099685	1	['Nelly Amaral']
305	tt0047478	tt0055630	15	['Noriko Honma', 'Daisuke Katô', 'Toshirô Mifune', 'Ichirô Chiba', 'Kamatari Fujiwara', 'Shôichi Hirose', 'Akio Kusama', 'Senkichi Ômura', 'Shin Ôtomo', 'Sachio Sakai', 'Haruya Sakamoto', 'Shinpei Takagi', 'Akira Tani', 'Yoshio Tsuchiya', 'Atsushi Watanabe']
306	tt0047478	tt6587046	1	['Don Brown']
307	tt0048280	tt0053285	10	"['Milt Kahl', 'Verna Felton', ""Ken O'Brien"", 'Bill Thompson', 'Ollie Johnston', 'Barbara Luddy', 'Dan MacManus', 'John Rarig', 'John Sibley', 'Ralph Wright']"
308	tt0048280	tt0058331	1	['Milt Kahl']
309	tt0048280	tt0093058	1	['Bill Thompson']
310	tt0048280	tt0113627	1	['Bill Thompson']
311	tt0048280	tt2119532	1	['Bill Thompson']
312	tt0048280	tt2245084	1	['Doug Engalla']
313	tt0048280	tt2948356	1	['Doug Engalla']
314	tt0048280	tt0129167	1	['Ollie Johnston']
315	tt0048280	tt0317705	1	['Ollie Johnston']
316	tt0048280	tt0360717	1	['Peggy Lee']
317	tt0048280	tt1136608	1	['Peggy Lee']
318	tt0048280	tt1321870	1	['Peggy Lee']
319	tt0048280	tt0061852	1	['Dan MacManus']
320	tt0048280	tt0065421	1	['Dan MacManus']
321	tt0048280	tt0054698	1	['Alan Reed']
322	tt0048280	tt0055254	1	['John Sibley']
323	tt0048280	tt0057546	1	['John Sibley']
324	tt0048424	tt0049406	1	['Louis DeWitt']
325	tt0048424	tt0080339	1	['Peter Graves']
326	tt0048424	tt0088128	1	['Walter Schumann']
327	tt0048424	tt9620292	2	['Walter Schumann', 'Kitty White']
328	tt0048545	tt0055614	1	['Natalie Wood']
329	tt0048545	tt0106697	1	['Natalie Wood']
330	tt0048545	tt0107362	1	['Natalie Wood']
331	tt0048545	tt0117731	1	['Natalie Wood']
332	tt0048545	tt0053125	1	['Edward Platt']
333	tt0049406	tt0057012	1	['Sterling Hayden']
334	tt0049406	tt0068646	1	['Sterling Hayden']
335	tt0049406	tt1399103	1	['Gerald Fried']
336	tt0049406	tt1408101	1	['Gerald Fried']
337	tt0049406	tt0070735	1	"[""William 'Billy' Benedict""]"
338	tt0049406	tt0050825	3	['Timothy Carey', 'Jim Thompson', 'Joe Turkel']
339	tt0049406	tt0066206	1	['James Edwards']
340	tt0049406	tt0088930	1	['James Edwards']
341	tt0049406	tt0092563	1	['James Edwards']
342	tt0049406	tt0098206	1	['James Edwards']
343	tt0049406	tt0118655	1	['James Edwards']
344	tt0049406	tt0071315	1	['Cecil Elliott']
345	tt0049406	tt0081505	1	['Joe Turkel']
346	tt0049406	tt0083658	1	['Joe Turkel']
347	tt0049730	tt0087363	1	['Harry Carey Jr.']
348	tt0049730	tt0108358	1	['Harry Carey Jr.']
349	tt0049730	tt0070608	1	['Ken Curtis']
350	tt0049730	tt0259324	1	['Stan Jones']
351	tt0049730	tt0054215	1	['Vera Miles']
352	tt0049730	tt0118715	1	['Sons of the Pioneers']
353	tt0049730	tt2713180	1	['Sons of the Pioneers']
354	tt0049730	tt0066995	1	['Lana Wood']
355	tt0050083	tt0061722	1	['George Justin']
356	tt0050083	tt0054215	1	['Martin Balsam']
357	tt0050083	tt0074119	2	['Martin Balsam', 'Jack Warden']
358	tt0050083	tt0053125	1	['Edward Binns']
359	tt0050083	tt0066206	1	['Edward Binns']
360	tt0050083	tt0120917	1	['John Fiedler']
361	tt0050083	tt0097958	1	['E.G. Marshall']
362	tt0050083	tt0114924	1	['Jack Warden']
363	tt0050083	tt2369135	1	['Robert Webber']
364	tt0050212	tt0056172	2	['Sam Spiegel', 'Peter Dukelow']
365	tt0050212	tt0076759	1	['Alec Guinness']
366	tt0050212	tt0083987	1	['John Boxer']
367	tt0050212	tt0057115	1	['James Donald']
368	tt0050212	tt0052618	2	['Jack Hawkins', 'André Morell']
369	tt0050212	tt0142342	1	['Geoffrey Horne']
370	tt0050212	tt0072684	1	['André Morell']
371	tt0050212	tt0296572	1	['Peter Williams']
372	tt0050212	tt0327554	1	['Peter Williams']
373	tt0050825	tt0081505	1	['Joe Turkel']
374	tt0050825	tt0083658	1	['Joe Turkel']
375	tt0050825	tt0067992	1	['Peter Capell']
376	tt0050825	tt0066921	1	['Christiane Kubrick']
377	tt0050825	tt0120663	1	['Christiane Kubrick']
378	tt0050825	tt0092675	1	['Wayne Morris']
379	tt0050825	tt0120812	1	['Wayne Morris']
380	tt0050825	tt0430357	1	['Wayne Morris']
381	tt0050976	tt0050986	6	['Ingmar Bergman', 'Bibi Andersson', 'Gunnar Björnstrand', 'Åke Fridell', 'Maud Hansson', 'Nils Nittel']
382	tt0050976	tt0060827	2	['Bibi Andersson', 'Gunnar Björnstrand']
383	tt0050976	tt0181689	1	['Max von Sydow']
384	tt0050976	tt0477302	1	['Max von Sydow']
385	tt0050976	tt1568346	1	['Inga Landgré']
386	tt0050986	tt0060827	3	['Bibi Andersson', 'Gunnar Björnstrand', 'Karl-Arne Bergman']
387	tt0051201	tt0059742	1	['Norma Varden']
388	tt0051201	tt0076759	1	['John Williams']
389	tt0051201	tt0078346	1	['John Williams']
390	tt0051201	tt0107290	1	['John Williams']
391	tt0051201	tt0162222	1	['John Williams']
392	tt0051201	tt0407304	1	['John Williams']
393	tt0051201	tt0052311	1	['Marlene Dietrich']
394	tt0051201	tt0054331	1	['Charles Laughton']
395	tt0051201	tt0058331	1	['Elsa Lanchester']
396	tt0051201	tt0053291	1	['Matty Malneck']
397	tt0051201	tt0413300	1	['Matty Malneck']
398	tt0051201	tt2229499	1	['Matty Malneck']
399	tt0051201	tt0053604	1	['Harry Ray']
400	tt0051201	tt1408253	1	['Harry Ray']
401	tt0051201	tt1860213	1	['Harry Ray']
402	tt0051201	tt1956620	1	['Harry Ray']
403	tt0051201	tt2294449	1	['Harry Ray']
404	tt0052311	tt0103772	1	['Harry Shannon']
405	tt0052311	tt0105698	1	['Harry Shannon']
406	tt0052311	tt0052618	1	['Charlton Heston']
407	tt0052311	tt0102510	1	['Zsa Zsa Gabor']
408	tt0052311	tt0054215	2	['Janet Leigh', 'Mort Mills']
409	tt0052311	tt0086250	1	['Victor Millan']
410	tt0052357	tt0451279	1	['James Stewart']
411	tt0052357	tt7126948	1	['James Stewart']
412	tt0052357	tt0059578	2	['Teófilo Martínez', 'Félix Acaso']
413	tt0052357	tt0126029	1	['Elena Magoia']
414	tt0052357	tt0053125	1	['Bernard Herrmann']
415	tt0052357	tt0054215	1	['Bernard Herrmann']
416	tt0052357	tt0075314	1	['Bernard Herrmann']
417	tt0052357	tt0053291	1	['Nadine Alari']
418	tt0052357	tt0081505	1	['Nadine Alari']
419	tt0052357	tt0120762	2	['Lily Baron', 'María del Puy']
420	tt0052357	tt0076759	1	['Susanna Bonasewicz']
421	tt0052357	tt0080684	1	['Susanna Bonasewicz']
422	tt0052357	tt0070735	1	['Henry Bumstead']
423	tt0052357	tt0327056	1	['Henry Bumstead']
424	tt0052357	tt0418689	1	['Henry Bumstead']
425	tt0052357	tt0064115	1	['Henry Jones']
426	tt0052357	tt0109830	1	['Eberhard Prüter']
427	tt0052357	tt0110912	1	['Eberhard Prüter']
428	tt0052357	tt0119217	2	['Eberhard Prüter', 'Martina Treger']
429	tt0052357	tt0087843	1	['Anna Rita Pasanisi']
430	tt0052357	tt0088763	1	['Anna Rita Pasanisi']
431	tt0052357	tt0120586	1	['Anna Rita Pasanisi']
432	tt0052357	tt0133093	2	['Martina Treger', 'Isaura Gomes']
433	tt0052357	tt0062622	1	['Gianni Marzocchi']
434	tt0052357	tt0347149	1	['Isaura Gomes']
435	tt0052618	tt0056592	3	['Emilio Cigoli', 'Bruno Persa', 'Giorgio Capecchi']
436	tt0052618	tt0109830	1	['Orlando Drummond']
437	tt0052618	tt0053291	6	['Alfred Balthoff', 'Bruno Persa', 'Giorgio Capecchi', 'Newton da Matta', 'Arsenio Corsellas', 'Manlio Busoni']
438	tt0052618	tt0059578	3	['Lauro Gazzolo', 'Manlio Busoni', 'Luigi Pavese']
